Type,Address,Price,Street Address,City,State,Zip Code,Sq. Feet,Href
New construction,"5600 Heritage Oak Dr # Ixsqjw, Parker, CO 80134",864950,5600 Heritage Oak Dr # IXSQJW,Parker,CO,80134,4820,https://www.zillow.com/community/timbers-at-pinery/2078676590_zpid/
New construction,"12841 Red Rosa Cir # X6d6gh, Parker, CO 80134",441990,12841 Red Rosa Cir # X6D6GH,Parker,CO,80134,2167,https://www.zillow.com/community/anthology/2080665092_zpid/
For sale by owner,"8452 Bluegrass Cir, Parker, CO 80134",400000,8452 Bluegrass Cir ,Parker,CO,80134,1775,https://www.zillow.com/homedetails/8452-Bluegrass-Cir-Parker-CO-80134/13464646_zpid/
Condo for sale,"17520 Nature Walk Trl Unit 308, Parker, CO 80134",325000,17520 Nature Walk Trl Unit 308,Parker,CO,80134,1473,https://www.zillow.com/homedetails/17520-Nature-Walk-Trl-UNIT-308-Parker-CO-80134/72300514_zpid/
New construction,"12841 Red Rosa Cir # 1we8fz, Parker, CO 80134",453990,12841 Red Rosa Cir # 1WE8FZ,Parker,CO,80134,1991,https://www.zillow.com/community/anthology/2080665077_zpid/
New construction,"4645 Wildgrass Pl # Tyy1qq, Parker, CO 80134",732950,4645 Wildgrass Pl # TYY1QQ,Parker,CO,80134,3100,https://www.zillow.com/community/pradera/2081380503_zpid/
New construction,"8899 Birch Run Dr # 1yhje2, Parker, CO 80134",439990,8899 Birch Run Dr # 1YHJE2,Parker,CO,80134,2017,https://www.zillow.com/community/alder-village/2082920296_zpid/
House for sale,"17355 Cornerstone Ln, Parker, CO 80134",565000,17355 Cornerstone Ln ,Parker,CO,80134,3153,https://www.zillow.com/homedetails/17355-Cornerstone-Ln-Parker-CO-80134/13467233_zpid/
New construction,"12841 Red Rosa Cir # X1c00s, Parker, CO 80134",545990,12841 Red Rosa Cir # X1C00S,Parker,CO,80134,2439,https://www.zillow.com/community/anthology/2080665091_zpid/
House for sale,"16709 E Fire Fly Ave, Parker, CO 80134",569900,16709 E Fire Fly Ave ,Parker,CO,80134,3294,https://www.zillow.com/homedetails/16709-E-Fire-Fly-Ave-Parker-CO-80134/67454049_zpid/
House for sale,"5970 Longhorn Pl, Parker, CO 80134",760000,5970 Longhorn Pl ,Parker,CO,80134,6691,https://www.zillow.com/homedetails/5970-Longhorn-Pl-Parker-CO-80134/61085138_zpid/
New construction,"5635 Saddle Skirt St # Nkqkqc, Parker, CO 80134",516950,5635 Saddle Skirt St # NKQKQC,Parker,CO,80134,2490,https://www.zillow.com/community/stone-creek-ranch/2078676580_zpid/
House for sale,"12342 S Nate Cir, Parker, CO 80134",468000,12342 S Nate Cir ,Parker,CO,80134,2660,https://www.zillow.com/homedetails/12342-S-Nate-Cir-Parker-CO-80134/52459716_zpid/
New construction,"5703 Sunridge Dr # L58z0s, Parker, CO 80134",839900,5703 Sunridge Dr # L58Z0S,Parker,CO,80134,3690,https://www.zillow.com/community/timbers-at-pinery-by-berkeley-homes/2087743570_zpid/
New construction,"5775 Pinto Valley St # Nfgqlk, Parker, CO 80134",482990,5775 Pinto Valley St # NFGQLK,Parker,CO,80134,2576,https://www.zillow.com/community/stone-creek-ranch/2082165372_zpid/
New construction,"9283 Twenty Mile Rd Unit 205, Parker, CO 80134",299990,9283 Twenty Mile Rd Unit 205,Parker,CO,80134,1147,https://www.zillow.com/homedetails/9283-Twenty-Mile-Rd-UNIT-205-Parker-CO-80134/2078544394_zpid/
House for sale,"10249 Lode Stone Way, Parker, CO 80134",550000,10249 Lode Stone Way ,Parker,CO,80134,3242,https://www.zillow.com/homedetails/10249-Lode-Stone-Way-Parker-CO-80134/13468689_zpid/
House for sale,"5759 Majestic Oak Way, Parker, CO 80134",1575000,5759 Majestic Oak Way ,Parker,CO,80134,6780,https://www.zillow.com/homedetails/5759-Majestic-Oak-Way-Parker-CO-80134/108382390_zpid/
New construction,"5635 Saddle Skirt St # Q5j62b, Parker, CO 80134",491950,5635 Saddle Skirt St # Q5J62B,Parker,CO,80134,2000,https://www.zillow.com/community/stone-creek-ranch/2078676571_zpid/
House for sale,"13822 Worthington Pl, Parker, CO 80134",550000,13822 Worthington Pl ,Parker,CO,80134,3560,https://www.zillow.com/homedetails/13822-Worthington-Pl-Parker-CO-80134/98333787_zpid/
New construction,"12841 Red Rosa Cir # 4b9n6c, Parker, CO 80134",442990,12841 Red Rosa Cir # 4B9N6C,Parker,CO,80134,1610,https://www.zillow.com/community/anthology/2080665083_zpid/
New construction,"17551 Springfield Dr, Parker, CO 80134",564990,17551 Springfield Dr ,Parker,CO,80134,2683,https://www.zillow.com/homedetails/17551-Springfield-Dr-Parker-CO-80134/249984253_zpid/
New construction,"17464 Springfield Ln, Parker, CO 80134",569990,17464 Springfield Ln ,Parker,CO,80134,2422,https://www.zillow.com/homedetails/17464-Springfield-Ln-Parker-CO-80134/249985636_zpid/
House for sale,"13060 Norway Maple St, Parker, CO 80134",539500,13060 Norway Maple St ,Parker,CO,80134,3810,https://www.zillow.com/homedetails/13060-Norway-Maple-St-Parker-CO-80134/119232253_zpid/
New construction,"12841 Red Rosa Cir # Fwo5jv, Parker, CO 80134",464990,12841 Red Rosa Cir # FWO5JV,Parker,CO,80134,1936,https://www.zillow.com/community/anthology/2080665088_zpid/
House for sale,"5321 Creek Way, Parker, CO 80134",435000,5321 Creek Way ,Parker,CO,80134,2392,https://www.zillow.com/homedetails/5321-Creek-Way-Parker-CO-80134/13480876_zpid/
House for sale,"10022 Bristleridge St, Parker, CO 80134",730000,10022 Bristleridge St ,Parker,CO,80134,5515,https://www.zillow.com/homedetails/10022-Bristleridge-St-Parker-CO-80134/102958959_zpid/
Condo for sale,"17525 Wilde Ave Unit 308, Parker, CO 80134",318999,17525 Wilde Ave Unit 308,Parker,CO,80134,1473,https://www.zillow.com/homedetails/17525-Wilde-Ave-UNIT-308-Parker-CO-80134/82022383_zpid/
Townhouse for sale,"10292 Tall Oaks Cir, Parker, CO 80134",449000,10292 Tall Oaks Cir ,Parker,CO,80134,2598,https://www.zillow.com/homedetails/10292-Tall-Oaks-Cir-Parker-CO-80134/118269801_zpid/
New construction,"12841 Red Rosa Cir # K8o9f, Parker, CO 80134",514990,12841 Red Rosa Cir # K8O9F,Parker,CO,80134,2798,https://www.zillow.com/community/anthology/2080665078_zpid/
Condo for sale,"17225 Lark Water Ln Unit F, Parker, CO 80134",315000,17225 Lark Water Ln Unit F,Parker,CO,80134,1390,https://www.zillow.com/homedetails/17225-Lark-Water-Ln-UNIT-F-Parker-CO-80134/72301487_zpid/
House for sale,"17933 Coral Burst St, Parker, CO 80134",589900,17933 Coral Burst St ,Parker,CO,80134,3467,https://www.zillow.com/homedetails/17933-Coral-Burst-St-Parker-CO-80134/97852921_zpid/
House for sale,"10190 Nadine Ave, Parker, CO 80134",597500,10190 Nadine Ave ,Parker,CO,80134,3433,https://www.zillow.com/homedetails/10190-Nadine-Ave-Parker-CO-80134/124168397_zpid/
Auction,"13008 S Stuart Way, Parker, CO 80134",423961,13008 S Stuart Way ,Parker,CO,80134,2158,https://www.zillow.com/homedetails/13008-S-Stuart-Way-Parker-CO-80134/13476079_zpid/
New construction,"4645 Wildgrass Pl # C70pig, Parker, CO 80134",1060950,4645 Wildgrass Pl # C70PIG,Parker,CO,80134,3286,https://www.zillow.com/community/pradera/2081380497_zpid/
House for sale,"12767 Espera Way, Parker, CO 80134",535000,12767 Espera Way ,Parker,CO,80134,3126,https://www.zillow.com/homedetails/12767-Espera-Way-Parker-CO-80134/55813738_zpid/
Condo for sale,"9311 Amison Cir Apt 102, Parker, CO 80134",320000,9311 Amison Cir Apt 102,Parker,CO,80134,1454,https://www.zillow.com/homedetails/9311-Amison-Cir-APT-102-Parker-CO-80134/63389962_zpid/
House for sale,"11207 Jordan Ct, Parker, CO 80134",479990,11207 Jordan Ct ,Parker,CO,80134,3300,https://www.zillow.com/homedetails/11207-Jordan-Ct-Parker-CO-80134/13471064_zpid/
House for sale,"12700 N 1st St, Parker, CO 80134",900000,12700 N 1st St ,Parker,CO,80134,5402,https://www.zillow.com/homedetails/12700-N-1st-St-Parker-CO-80134/2078655897_zpid/
House for sale,"12194 Hadley St, Parker, CO 80134",534900,12194 Hadley St ,Parker,CO,80134,3691,https://www.zillow.com/homedetails/12194-Hadley-St-Parker-CO-80134/108393057_zpid/
House for sale,"12028 Fontberry St, Parker, CO 80134",625000,12028 Fontberry St ,Parker,CO,80134,4472,https://www.zillow.com/homedetails/12028-Fontberry-St-Parker-CO-80134/108387120_zpid/
Condo for sale,"18611 Stroh Rd Unit 5303, Parker, CO 80134",255000,18611 Stroh Rd Unit 5303,Parker,CO,80134,944,https://www.zillow.com/homedetails/18611-Stroh-Rd-UNIT-5303-Parker-CO-80134/67453825_zpid/
House for sale,"8683 Pawnee Rd, Parker, CO 80134",750000,8683 Pawnee Rd ,Parker,CO,80134,3778,https://www.zillow.com/homedetails/8683-Pawnee-Rd-Parker-CO-80134/108397010_zpid/
New construction,"5635 Saddle Skirt St # Ry0c9l, Parker, CO 80134",484950,5635 Saddle Skirt St # RY0C9L,Parker,CO,80134,1880,https://www.zillow.com/community/stone-creek-ranch/2078676569_zpid/
New construction,"5600 Heritage Oak Dr # Ii48qy, Parker, CO 80134",839950,5600 Heritage Oak Dr # II48QY,Parker,CO,80134,4390,https://www.zillow.com/community/timbers-at-pinery/2078676586_zpid/
House for sale,"4873 Raintree Cir, Parker, CO 80134",2300000,4873 Raintree Cir ,Parker,CO,80134,8700,https://www.zillow.com/homedetails/4873-Raintree-Cir-Parker-CO-80134/90147194_zpid/
House for sale,"7914 Towhee Rd, Parker, CO 80134",815000,7914 Towhee Rd ,Parker,CO,80134,5241,https://www.zillow.com/homedetails/7914-Towhee-Rd-Parker-CO-80134/13480772_zpid/
House for sale,"4954 Carefree Trl, Parker, CO 80134",2750000,4954 Carefree Trl ,Parker,CO,80134,10322,https://www.zillow.com/homedetails/4954-Carefree-Trl-Parker-CO-80134/67451597_zpid/
New construction,"12841 Red Rosa Cir # Qvivq0, Parker, CO 80134",466990,12841 Red Rosa Cir # QVIVQ0,Parker,CO,80134,2252,https://www.zillow.com/community/anthology/2080665081_zpid/
Auction,"16460 Martingale Dr, Parker, CO 80134",404364,16460 Martingale Dr ,Parker,CO,80134,1437,https://www.zillow.com/homedetails/16460-Martingale-Dr-Parker-CO-80134/13470017_zpid/
Auction,"18660 Horse Creek St, Parker, CO 80134",432945,18660 Horse Creek St ,Parker,CO,80134,5662,https://www.zillow.com/homedetails/18660-Horse-Creek-St-Parker-CO-80134/61084941_zpid/
Condo for sale,"9142 Lodestar Ln Unit 301, Parker, CO 80134",315000,9142 Lodestar Ln Unit 301,Parker,CO,80134,1473,https://www.zillow.com/homedetails/9142-Lodestar-Ln-UNIT-301-Parker-CO-80134/67454988_zpid/
House for sale,"7959 Forest Keep Cir, Parker, CO 80134",3400000,7959 Forest Keep Cir ,Parker,CO,80134,11510,https://www.zillow.com/homedetails/7959-Forest-Keep-Cir-Parker-CO-80134/87808222_zpid/
New construction,"14899 Pepper Pike Pl, Parker, CO 80134",710299,14899 Pepper Pike Pl ,Parker,CO,80134,3040,https://www.zillow.com/homedetails/14899-Pepper-Pike-Pl-Parker-CO-80134/300013924_zpid/
New construction,"8962 Red Bud St, Parker, CO 80134",445990,8962 Red Bud St ,Parker,CO,80134,1534,https://www.zillow.com/homedetails/8962-Red-Bud-St-Parker-CO-80134/249984061_zpid/
House for sale,"5580 Sunridge Dr, Parker, CO 80134",1000766,5580 Sunridge Dr ,Parker,CO,80134,4589,https://www.zillow.com/homedetails/5580-Sunridge-Dr-Parker-CO-80134/242034236_zpid/
New construction,"12841 Red Rosa Cir # J0azdy, Parker, CO 80134",579990,12841 Red Rosa Cir # J0AZDY,Parker,CO,80134,3162,https://www.zillow.com/community/anthology/2080665086_zpid/
House for sale,"4875 Wilderness Pl, Parker, CO 80134",1500000,4875 Wilderness Pl ,Parker,CO,80134,7272,https://www.zillow.com/homedetails/4875-Wilderness-Pl-Parker-CO-80134/67451605_zpid/
House for sale,"8505 Windhaven Dr, Parker, CO 80134",1125000,8505 Windhaven Dr ,Parker,CO,80134,6692,https://www.zillow.com/homedetails/8505-Windhaven-Dr-Parker-CO-80134/52460028_zpid/
House for sale,"6082 Ponderosa Way, Parker, CO 80134",520000,6082 Ponderosa Way ,Parker,CO,80134,2489,https://www.zillow.com/homedetails/6082-Ponderosa-Way-Parker-CO-80134/13477997_zpid/
New construction,"41653 Thunder Hill Rd, Parker, CO 80134",646652,41653 Thunder Hill Rd ,Parker,CO,80134,1670,https://www.zillow.com/homedetails/41653-Thunder-Hill-Rd-Parker-CO-80134/13525432_zpid/
New construction,"12841 Red Rosa Cir # Hbjxb8, Parker, CO 80134",589990,12841 Red Rosa Cir # HBJXB8,Parker,CO,80134,3181,https://www.zillow.com/community/anthology/2080665074_zpid/
House for sale,"10460 Isle St, Parker, CO 80134",519900,10460 Isle St ,Parker,CO,80134,2199,https://www.zillow.com/homedetails/10460-Isle-St-Parker-CO-80134/124169193_zpid/
House for sale,"17027 Numa Pl, Parker, CO 80134",439900,17027 Numa Pl ,Parker,CO,80134,3824,https://www.zillow.com/homedetails/17027-Numa-Pl-Parker-CO-80134/13470676_zpid/
New construction,"12820 Randles Ave, Parker, CO 80134",449990,12820 Randles Ave ,Parker,CO,80134,1756,https://www.zillow.com/homedetails/12820-Randles-Ave-Parker-CO-80134/249985245_zpid/
Townhouse for sale,"17381 Waterhouse Cir Unit A, Parker, CO 80134",399000,17381 Waterhouse Cir Unit A,Parker,CO,80134,1793,https://www.zillow.com/homedetails/17381-Waterhouse-Cir-UNIT-A-Parker-CO-80134/67454872_zpid/
House for sale,"8801 Eagle Moon Way, Parker, CO 80134",1975000,8801 Eagle Moon Way ,Parker,CO,80134,5557,https://www.zillow.com/homedetails/8801-Eagle-Moon-Way-Parker-CO-80134/97849238_zpid/
Townhouse for sale,"6529 Pinewood Dr Unit 49, Parker, CO 80134",389000,6529 Pinewood Dr Unit 49,Parker,CO,80134,1992,https://www.zillow.com/homedetails/6529-Pinewood-Dr-UNIT-49-Parker-CO-80134/2078954399_zpid/
House for sale,"10007 Copenhagen St, Parker, CO 80134",609900,10007 Copenhagen St ,Parker,CO,80134,3938,https://www.zillow.com/homedetails/10007-Copenhagen-St-Parker-CO-80134/123454954_zpid/
House for sale,"17904 E Anthem Dr, Parker, CO 80134",715000,17904 E Anthem Dr ,Parker,CO,80134,4619,https://www.zillow.com/homedetails/17904-E-Anthem-Dr-Parker-CO-80134/242034143_zpid/
House for sale,"17248 Cornerstone Dr, Parker, CO 80134",585000,17248 Cornerstone Dr ,Parker,CO,80134,3855,https://www.zillow.com/homedetails/17248-Cornerstone-Dr-Parker-CO-80134/13467428_zpid/
House for sale,"9009 Northwoods Glen Ct, Parker, CO 80134",599513,9009 Northwoods Glen Ct ,Parker,CO,80134,3249,https://www.zillow.com/homedetails/9009-Northwoods-Glen-Ct-Parker-CO-80134/2079004941_zpid/
New construction,"5562 Pinto Valley St, Parker, CO 80134",562322,5562 Pinto Valley St ,Parker,CO,80134,2300,https://www.zillow.com/homedetails/5562-Pinto-Valley-St-Parker-CO-80134/300007296_zpid/
House for sale,"5771 Distant View Pl, Parker, CO 80134",979000,5771 Distant View Pl ,Parker,CO,80134,6400,https://www.zillow.com/homedetails/5771-Distant-View-Pl-Parker-CO-80134/108386337_zpid/
House for sale,"4896 Raintree Cir, Parker, CO 80134",1457000,4896 Raintree Cir ,Parker,CO,80134,5150,https://www.zillow.com/homedetails/4896-Raintree-Cir-Parker-CO-80134/108379280_zpid/
Townhouse for sale,"10297 Tall Oaks Cir, Parker, CO 80134",524998,10297 Tall Oaks Cir ,Parker,CO,80134,2367,https://www.zillow.com/homedetails/10297-Tall-Oaks-Cir-Parker-CO-80134/117686054_zpid/
House for sale,"5211 Moonlight Way, Parker, CO 80134",1300000,5211 Moonlight Way ,Parker,CO,80134,5898,https://www.zillow.com/homedetails/5211-Moonlight-Way-Parker-CO-80134/82030762_zpid/
House for sale,"5581 Twilight Way, Parker, CO 80134",1195000,5581 Twilight Way ,Parker,CO,80134,6686,https://www.zillow.com/homedetails/5581-Twilight-Way-Parker-CO-80134/67451529_zpid/
House for sale,"11796 Edenfeld St, Parker, CO 80134",842500,11796 Edenfeld St ,Parker,CO,80134,5835,https://www.zillow.com/homedetails/11796-Edenfeld-St-Parker-CO-80134/123453417_zpid/
House for sale,"5766 Distant View Pl, Parker, CO 80134",978500,5766 Distant View Pl ,Parker,CO,80134,7591,https://www.zillow.com/homedetails/5766-Distant-View-Pl-Parker-CO-80134/90147222_zpid/
House for sale,"20181 E Shady Ridge Rd, Parker, CO 80134",985000,20181 E Shady Ridge Rd ,Parker,CO,80134,5939,https://www.zillow.com/homedetails/20181-E-Shady-Ridge-Rd-Parker-CO-80134/81949874_zpid/
House for sale,"20497 Narrow Pine Ln, Parker, CO 80134",610000,20497 Narrow Pine Ln ,Parker,CO,80134,5191,https://www.zillow.com/homedetails/20497-Narrow-Pine-Ln-Parker-CO-80134/108391391_zpid/
New construction,"12839 Randles Ave, Parker, CO 80134",509990,12839 Randles Ave ,Parker,CO,80134,1936,https://www.zillow.com/homedetails/12839-Randles-Ave-Parker-CO-80134/249985162_zpid/
House for sale,"5596 Raintree Dr, Parker, CO 80134",1199000,5596 Raintree Dr ,Parker,CO,80134,5328,https://www.zillow.com/homedetails/5596-Raintree-Dr-Parker-CO-80134/108390537_zpid/
House for sale,"11884 Swansea Dr, Parker, CO 80134",550000,11884 Swansea Dr ,Parker,CO,80134,3375,https://www.zillow.com/homedetails/11884-Swansea-Dr-Parker-CO-80134/55812501_zpid/
New construction,"9283 Twenty Mile Rd Unit 307, Parker, CO 80134",323870,9283 Twenty Mile Rd Unit 307,Parker,CO,80134,1147,https://www.zillow.com/homedetails/9283-Twenty-Mile-Rd-UNIT-307-Parker-CO-80134/2079461588_zpid/
House for sale,"4740 Sonado Pl, Parker, CO 80134",1200000,4740 Sonado Pl ,Parker,CO,80134,6312,https://www.zillow.com/homedetails/4740-Sonado-Pl-Parker-CO-80134/108396681_zpid/
House for sale,"5637 Ponderosa Dr, Parker, CO 80134",1409000,5637 Ponderosa Dr ,Parker,CO,80134,5306,https://www.zillow.com/homedetails/5637-Ponderosa-Dr-Parker-CO-80134/249984119_zpid/
New construction,"10875 Mcharg Ct, Parker, CO 80134",723673,10875 McHarg Ct ,Parker,CO,80134,2680,https://www.zillow.com/homedetails/10875-Mcharg-Ct-Parker-CO-80134/300015591_zpid/
Auction,"10315 Nottingham Dr, Parker, CO 80134",511227,10315 Nottingham Dr ,Parker,CO,80134,2215,https://www.zillow.com/homedetails/10315-Nottingham-Dr-Parker-CO-80134/55812490_zpid/
House for sale,"11874 Chipper Ln, Parker, CO 80134",665000,11874 Chipper Ln ,Parker,CO,80134,5438,https://www.zillow.com/homedetails/11874-Chipper-Ln-Parker-CO-80134/123453691_zpid/
Condo for sale,"17389 Nature Walk Trl Unit 304, Parker, CO 80134",310000,17389 Nature Walk Trl Unit 304,Parker,CO,80134,1064,https://www.zillow.com/homedetails/17389-Nature-Walk-Trl-UNIT-304-Parker-CO-80134/67455015_zpid/
House for sale,"7996 Forest Keep Cir, Parker, CO 80134",2999000,7996 Forest Keep Cir ,Parker,CO,80134,6711,https://www.zillow.com/homedetails/7996-Forest-Keep-Cir-Parker-CO-80134/108387859_zpid/
House for sale,"7500 E Sunset Trl, Parker, CO 80134",1495000,7500 E Sunset Trl ,Parker,CO,80134,6771,https://www.zillow.com/homedetails/7500-E-Sunset-Trl-Parker-CO-80134/13476306_zpid/
House for sale,"12615 S Robinson Ranch Dr, Parker, CO 80134",1300000,12615 S Robinson Ranch Dr ,Parker,CO,80134,6741,https://www.zillow.com/homedetails/12615-S-Robinson-Ranch-Dr-Parker-CO-80134/52459815_zpid/
New construction,"14852 Pepper Pike Pl, Parker, CO 80134",694950,14852 Pepper Pike Pl ,Parker,CO,80134,2890,https://www.zillow.com/homedetails/14852-Pepper-Pike-Pl-Parker-CO-80134/300012757_zpid/
House for sale,"14018 Touchstone St, Parker, CO 80134",730000,14018 Touchstone St ,Parker,CO,80134,3521,https://www.zillow.com/homedetails/14018-Touchstone-St-Parker-CO-80134/119232785_zpid/
New construction,"9283 Twenty Mile Rd Unit 102, Parker, CO 80134",371220,9283 Twenty Mile Rd Unit 102,Parker,CO,80134,1318,https://www.zillow.com/homedetails/9283-Twenty-Mile-Rd-UNIT-102-Parker-CO-80134/2079794917_zpid/
House for sale,"4907 Wilderness Pl, Parker, CO 80134",1349000,4907 Wilderness Pl ,Parker,CO,80134,6392,https://www.zillow.com/homedetails/4907-Wilderness-Pl-Parker-CO-80134/67451604_zpid/
House for sale,"11854 Chipper Ln, Parker, CO 80134",615000,11854 Chipper Ln ,Parker,CO,80134,5043,https://www.zillow.com/homedetails/11854-Chipper-Ln-Parker-CO-80134/123455595_zpid/
House for sale,"12193 Skywalk St, Parker, CO 80134",585000,12193 Skywalk St ,Parker,CO,80134,3900,https://www.zillow.com/homedetails/12193-Skywalk-St-Parker-CO-80134/102661057_zpid/
House for sale,"12090 S Majestic Pine Way, Parker, CO 80134",895000,12090 S Majestic Pine Way ,Parker,CO,80134,6200,https://www.zillow.com/homedetails/12090-S-Majestic-Pine-Way-Parker-CO-80134/108398286_zpid/
